timestamp,elapsed_time_s,trial,target_rpm,command_rpm,command_change_flag,command_timestamp,command_elapsed_s,rpm_left,rpm_right,rpm_average,rpm_error_left,rpm_error_right,vbus,motor_state,sample_interval_s
2026-09-18T07:09:27.055+07:00,2.4973680589992,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.030103993000011542
2026-09-18T07:09:27.086+07:00,2.529100372999892,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.031732314000691986
2026-09-18T07:09:27.114+07:00,2.557264518998636,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.02816414599874406
2026-09-18T07:09:27.143+07:00,2.5860556539992103,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.028791135000574286
2026-09-18T07:09:27.173+07:00,2.616760778999378,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.030705125000167754
2026-09-18T07:09:27.204+07:00,2.6473586060001253,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.030597827000747202
2026-09-18T07:09:27.234+07:00,2.6767428089988243,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.02938420299869904
2026-09-18T07:09:27.266+07:00,2.7067029270001512,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.02996011800132692
2026-09-18T07:09:27.295+07:00,2.7378919659986423,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.031189038998491014
2026-09-18T07:09:27.325+07:00,2.767373802998918,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.029481837000275846
2026-09-18T07:09:27.355+07:00,2.798033678998763,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.0306598759998451
2026-09-18T07:09:27.385+07:00,2.828363468999669,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.030329790000905632
2026-09-18T07:09:27.415+07:00,2.8583557789988845,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.02999230999921565
2026-09-18T07:09:27.450+07:00,2.890710730000137,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.03235495100125263
2026-09-18T07:09:27.483+07:00,2.926142380998499,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.035431650998361874
2026-09-18T07:09:27.511+07:00,2.9539604089986824,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.027818028000183403
